year_week,category,num_items_sold,total_price,total_freight_value,most_sold_state,most_bought_state,avg_review_score,week_of_year
2017-04-24/2017-04-30,garden_tools,26,3407.13,556.36,SP,SP,4.230769230769231,17
2017-04-24/2017-04-30,gifts,29,6969.71,501.0,SP,SP,4.310344827586207,17
2017-04-24/2017-04-30,home_appliances,11,898.99,159.79,SP,SP,4.363636363636363,17
2017-04-24/2017-04-30,housewares,76,5763.84,1394.98,SP,SP,4.355263157894737,17
2017-04-24/2017-04-30,luggage,15,2252.6,422.29,SP,SP,4.533333333333333,17
2017-04-24/2017-04-30,office_supplies,35,4864.41,944.08,SP,RJ,4.171428571428572,17
2017-04-24/2017-04-30,other,41,6343.61,891.74,SP,SP,4.097560975609756,17
2017-04-24/2017-04-30,pets,19,2224.01,341.94,SP,SP,3.473684210526316,17
2017-04-24/2017-04-30,sports,65,7303.28,1368.19,SP,SP,4.430769230769231,17
2017-04-24/2017-04-30,telephony,48,2311.51,764.72,SP,SP,4.291666666666667,17
2017-04-24/2017-04-30,toys,27,3682.86,501.94,SP,SP,4.407407407407407,17
2017-05-01/2017-05-07,automotive,24,2707.85,620.4399999999999,SP,SP,3.7083333333333335,18
2017-05-01/2017-05-07,baby,26,1999.66,423.32,SP,SP,4.0,18
2017-05-01/2017-05-07,beauty_health,99,13495.630000000001,1867.25,SP,SP,4.232323232323233,18
2017-05-01/2017-05-07,construction_tools,3,1424.0,47.32000000000001,SP,SP,4.0,18
2017-05-01/2017-05-07,electronics,60,7103.65,1010.01,SP,SP,4.333333333333333,18
2017-05-01/2017-05-07,entertainment,23,3633.6499999999996,414.64,SP,RJ,4.695652173913044,18
2017-05-01/2017-05-07,fashion,31,2246.87,420.02,SP,SP,4.225806451612903,18
2017-05-01/2017-05-07,food,2,166.9,52.53,CE,AM,2.5,18
2017-05-01/2017-05-07,furniture,160,12444.01,2928.15,SP,SP,4.15,18
2017-05-01/2017-05-07,garden_tools,44,8774.34,1051.44,SP,SP,4.4772727272727275,18
2017-05-01/2017-05-07,gifts,18,5430.66,305.36,SP,SP,4.388888888888889,18
2017-05-01/2017-05-07,home_appliances,26,3506.47,538.13,SP,SP,4.461538461538462,18
2017-05-01/2017-05-07,housewares,68,4033.51,1122.0,SP,SP,4.367647058823529,18
2017-05-01/2017-05-07,luggage,10,2286.1000000000004,384.72,SP,SP,4.9,18
2017-05-01/2017-05-07,office_supplies,32,3512.43,680.86,SP,SP,3.84375,18
2017-05-01/2017-05-07,other,55,7973.6,1174.93,SP,SP,3.8545454545454545,18
2017-05-01/2017-05-07,pets,22,3468.59,469.35,SP,MG,4.7272727272727275,18
2017-05-01/2017-05-07,sports,77,9182.369999999999,1513.26,SP,SP,4.077922077922078,18
2017-05-01/2017-05-07,telephony,55,2264.09,881.71,SP,SP,3.8545454545454545,18
2017-05-01/2017-05-07,toys,36,4442.93,647.74,SP,RJ,4.638888888888889,18
2017-05-08/2017-05-14,automotive,24,3531.0400000000004,490.4,SP,SP,4.541666666666667,19
2017-05-08/2017-05-14,baby,25,2089.4900000000002,488.18,SP,SP,4.56,19
2017-05-08/2017-05-14,beauty_health,95,14509.25,1956.86,SP,SP,3.968421052631579,19
2017-05-08/2017-05-14,construction_tools,5,1432.6,119.08000000000001,RN,CE,3.2,19
2017-05-08/2017-05-14,electronics,115,21595.76,2419.24,SP,SP,4.121739130434783,19
2017-05-08/2017-05-14,entertainment,17,1283.07,276.79,SP,SP,4.705882352941177,19
2017-05-08/2017-05-14,fashion,28,1576.43,357.35,SP,SP,4.428571428571429,19
2017-05-08/2017-05-14,food,3,53.879999999999995,36.29,SP,SP,5.0,19
2017-05-08/2017-05-14,furniture,167,14343.1,3192.6,SP,SP,3.5449101796407185,19
2017-05-08/2017-05-14,garden_tools,31,4381.38,770.59,SP,MG,4.516129032258065,19
2017-05-08/2017-05-14,gifts,33,8634.86,645.55,SP,SP,4.090909090909091,19
2017-05-08/2017-05-14,home_appliances,17,2724.4700000000003,375.86,SP,SP,4.294117647058823,19
2017-05-08/2017-05-14,housewares,45,2508.44,789.6899999999999,SP,SP,4.622222222222222,19
2017-05-08/2017-05-14,luggage,11,1503.9,326.39,SP,SP,4.090909090909091,19
2017-05-08/2017-05-14,office_supplies,44,5691.22,977.19,SP,SP,4.090909090909091,19
2017-05-08/2017-05-14,other,59,7960.59,1166.02,SP,SP,4.47457627118644,19
2017-05-08/2017-05-14,pets,16,3186.91,449.67,SP,SP,4.0625,19
2017-05-08/2017-05-14,sports,59,5492.45,1179.96,SP,SP,4.6440677966101696,19
2017-05-08/2017-05-14,telephony,47,1843.16,686.09,SP,SP,4.0,19
2017-05-08/2017-05-14,toys,49,4678.17,764.9,SP,SP,4.530612244897959,19
2017-05-15/2017-05-21,automotive,29,4244.0,762.55,SP,SP,4.137931034482759,20
2017-05-15/2017-05-21,baby,24,1781.1100000000001,421.41,SP,SP,4.333333333333333,20
2017-05-15/2017-05-21,beauty_health,96,14919.51,1613.81,SP,SP,4.229166666666667,20
2017-05-15/2017-05-21,construction_tools,4,847.5,51.92,SP,SP,1.75,20
2017-05-15/2017-05-21,electronics,114,11844.21,1922.21,SP,SP,4.201754385964913,20
2017-05-15/2017-05-21,entertainment,22,6629.320000000001,416.28,SP,SP,3.9545454545454546,20
2017-05-15/2017-05-21,fashion,56,4399.14,849.13,SP,SP,3.9107142857142856,20
2017-05-15/2017-05-21,food,7,425.4,100.16,SP,PR,4.571428571428571,20
2017-05-15/2017-05-21,furniture,213,21509.04,4404.74,SP,SP,4.075117370892019,20
2017-05-15/2017-05-21,garden_tools,32,3612.85,758.37,SP,SP,4.09375,20
2017-05-15/2017-05-21,gifts,35,13205.14,668.02,SP,SP,4.485714285714286,20
2017-05-15/2017-05-21,home_appliances,26,2887.2400000000002,541.31,SP,SP,3.8846153846153846,20
2017-05-15/2017-05-21,housewares,95,7365.4,1691.23,SP,SP,4.157894736842105,20
2017-05-15/2017-05-21,luggage,22,3582.8,742.83,SP,SP,3.8636363636363638,20
2017-05-15/2017-05-21,office_supplies,22,2152.12,448.34,SP,SP,4.409090909090909,20
2017-05-15/2017-05-21,other,90,11385.3,1735.14,SP,SP,4.2555555555555555,20
2017-05-15/2017-05-21,pets,17,1113.63,308.91,SP,SP,4.705882352941177,20
2017-05-15/2017-05-21,sports,86,11091.57,1693.94,SP,SP,4.011627906976744,20
2017-05-15/2017-05-21,telephony,53,1872.06,791.96,SP,SP,3.792452830188679,20
2017-05-15/2017-05-21,toys,47,4125.9400000000005,728.79,SP,SP,4.51063829787234,20
2017-05-22/2017-05-28,automotive,27,3708.1,629.26,SP,SP,4.111111111111111,21
2017-05-22/2017-05-28,baby,23,1989.5800000000002,371.46,SC,SP,4.130434782608695,21
2017-05-22/2017-05-28,beauty_health,102,15907.130000000001,2008.83,SP,SP,4.245098039215686,21
2017-05-22/2017-05-28,construction_tools,4,167.64,109.16999999999999,SP,MG,3.75,21
2017-05-22/2017-05-28,electronics,74,10234.89,1196.1,SP,SP,4.756756756756757,21
2017-05-22/2017-05-28,entertainment,22,10910.53,664.52,SP,ES,4.409090909090909,21
2017-05-22/2017-05-28,fashion,33,2258.41,585.46,SP,SP,4.151515151515151,21
2017-05-22/2017-05-28,food,4,344.31,81.92999999999999,SP,PI,5.0,21
2017-05-22/2017-05-28,furniture,166,17274.37,3568.27,SP,SP,4.186746987951807,21
2017-05-22/2017-05-28,garden_tools,28,3952.56,691.03,SP,SP,3.6785714285714284,21
2017-05-22/2017-05-28,gifts,36,9003.48,622.26,SP,SP,4.472222222222222,21
2017-05-22/2017-05-28,home_appliances,19,3228.96,348.85,SP,SP,4.2105263157894735,21
2017-05-22/2017-05-28,housewares,68,5322.66,1217.91,SP,SP,4.102941176470588,21
2017-05-22/2017-05-28,luggage,21,5293.99,718.35,SP,SP,4.380952380952381,21
2017-05-22/2017-05-28,office_supplies,18,2096.05,444.26,SP,RS,4.5,21
2017-05-22/2017-05-28,other,54,8687.99,1031.59,SP,SP,4.203703703703703,21
2017-05-22/2017-05-28,pets,8,431.6,168.34,SP,SC,4.25,21
2017-05-22/2017-05-28,sports,79,8153.72,1389.42,SP,SP,4.329113924050633,21
2017-05-22/2017-05-28,telephony,47,2180.85,723.11,SP,SP,4.0638297872340425,21
2017-05-22/2017-05-28,toys,48,5962.87,942.31,SP,SP,4.520833333333333,21
2017-05-29/2017-06-04,automotive,23,3890.0499999999997,458.3,SP,SP,3.6956521739130435,22
2017-05-29/2017-06-04,baby,19,2707.4300000000003,418.35,SP,SP,3.8421052631578947,22
2017-05-29/2017-06-04,beauty_health,122,17436.28,2127.0099999999998,SP,SP,4.122950819672131,22
2017-05-29/2017-06-04,construction_tools,6,1328.49,136.81,SP,RS,4.166666666666667,22
2017-05-29/2017-06-04,electronics,96,10635.18,1532.76,SP,SP,4.1875,22
2017-05-29/2017-06-04,entertainment,29,12521.53,641.78,SP,SP,4.689655172413793,22
2017-05-29/2017-06-04,fashion,35,3477.8199999999997,590.87,SP,SP,3.942857142857143,22
2017-05-29/2017-06-04,food,1,25.9,7.78,SP,SP,5.0,22
2017-05-29/2017-06-04,furniture,145,12394.64,2631.66,SP,SP,4.13103448275862,22
2017-05-29/2017-06-04,garden_tools,26,3123.85,539.22,SP,SP,4.423076923076923,22
2017-05-29/2017-06-04,gifts,30,9954.73,545.14,SP,SP,4.1,22
2017-05-29/2017-06-04,home_appliances,25,5268.51,532.1800000000001,SP,SP,4.32,22
2017-05-29/2017-06-04,housewares,80,5381.05,1312.14,SP,SP,4.4125,22
2017-05-29/2017-06-04,luggage,22,2838.42,610.02,SP,SP,4.7727272727272725,22
2017-05-29/2017-06-04,office_supplies,20,2540.3,486.1,SP,SP,3.65,22
2017-05-29/2017-06-04,other,73,12831.53,1645.72,SP,SP,4.465753424657534,22
2017-05-29/2017-06-04,pets,21,1614.54,305.02,SP,SP,4.285714285714286,22
2017-05-29/2017-06-04,sports,50,6156.95,957.02,SP,SP,4.48,22
2017-05-29/2017-06-04,telephony,55,5570.78,761.52,SP,SP,3.727272727272727,22
2017-05-29/2017-06-04,toys,45,5820.07,779.0,SP,SP,4.511111111111111,22
2017-06-05/2017-06-11,automotive,34,4649.22,646.85,SP,SP,3.823529411764706,23
2017-06-05/2017-06-11,baby,16,1584.46,334.5,SP,SP,3.625,23
2017-06-05/2017-06-11,beauty_health,109,16697.39,2320.5,SP,SP,4.220183486238532,23
2017-06-05/2017-06-11,construction_tools,3,116.69999999999999,6.51,RJ,RJ,1.0,23
2017-06-05/2017-06-11,electronics,81,11584.11,1355.28,SP,SP,4.2592592592592595,23
2017-06-05/2017-06-11,entertainment,23,3299.78,511.76,SP,SP,3.869565217391304,23
2017-06-05/2017-06-11,fashion,36,2327.4,583.3,SP,SP,4.055555555555555,23
2017-06-05/2017-06-11,food,3,107.39,44.59,SP,SP,4.666666666666667,23
2017-06-05/2017-06-11,furniture,205,15200.33,3810.04,SP,SP,4.2439024390243905,23
2017-06-05/2017-06-11,garden_tools,38,6103.84,992.0699999999999,SP,SP,4.2631578947368425,23
2017-06-05/2017-06-11,gifts,40,7876.2300000000005,593.22,SP,SP,4.175,23
2017-06-05/2017-06-11,home_appliances,37,6546.67,615.54,SP,SP,4.54054054054054,23
2017-06-05/2017-06-11,housewares,72,5316.47,1307.39,SP,SP,4.472222222222222,23
2017-06-05/2017-06-11,luggage,15,2861.3599999999997,704.59,SP,SP,4.0,23
2017-06-05/2017-06-11,office_supplies,15,1851.14,361.1,SP,RJ,4.466666666666667,23
2017-06-05/2017-06-11,other,50,9110.51,1081.14,SP,SP,4.1,23
2017-06-05/2017-06-11,pets,28,1520.94,440.15999999999997,SP,SP,4.464285714285714,23
2017-06-05/2017-06-11,sports,73,8903.630000000001,1549.0,SP,SP,4.109589041095891,23
2017-06-05/2017-06-11,telephony,57,2581.39,873.84,SP,SP,4.350877192982456,23
2017-06-05/2017-06-11,toys,52,5206.99,1038.49,SP,SP,4.076923076923077,23
2017-06-12/2017-06-18,automotive,26,15665.92,620.97,SP,SP,3.6538461538461537,24
2017-06-12/2017-06-18,baby,28,2432.09,366.04,SP,SP,3.4642857142857144,24
2017-06-12/2017-06-18,beauty_health,92,11721.64,1503.61,SP,SP,4.358695652173913,24
2017-06-12/2017-06-18,construction_tools,5,219.48000000000002,75.57,SP,GO,3.8,24
2017-06-12/2017-06-18,electronics,96,9980.5,1546.12,SP,SP,3.75,24
2017-06-12/2017-06-18,entertainment,17,2419.39,341.73,SP,SP,4.470588235294118,24
2017-06-12/2017-06-18,fashion,36,2897.65,549.21,SP,SP,3.8333333333333335,24
2017-06-12/2017-06-18,food,1,149.9,21.89,CE,PE,5.0,24
2017-06-12/2017-06-18,furniture,150,11620.91,2420.62,SP,SP,4.26,24
2017-06-12/2017-06-18,garden_tools,32,3308.92,681.15,SP,SP,4.5,24
2017-06-12/2017-06-18,gifts,25,6383.66,365.82,SP,SP,4.16,24
2017-06-12/2017-06-18,home_appliances,24,4857.679999999999,528.84,SP,SP,3.5416666666666665,24
2017-06-12/2017-06-18,housewares,72,4912.62,1250.96,SP,SP,3.986111111111111,24
2017-06-12/2017-06-18,luggage,14,1310.6,502.46000000000004,MG,SP,4.642857142857143,24
2017-06-12/2017-06-18,office_supplies,20,2465.54,584.21,SP,SP,4.15,24
2017-06-12/2017-06-18,other,59,6979.13,1136.8700000000001,SP,SP,4.169491525423729,24
2017-06-12/2017-06-18,pets,13,1853.83,472.31,SP,SP,4.615384615384615,24
2017-06-12/2017-06-18,sports,74,7117.28,1570.1399999999999,SP,SP,4.594594594594595,24
2017-06-12/2017-06-18,telephony,47,2535.8,717.38,SP,SP,4.170212765957447,24
2017-06-12/2017-06-18,toys,33,3493.96,520.51,SP,SP,4.575757575757576,24
2017-06-19/2017-06-25,automotive,24,5424.91,462.84,SP,SP,4.291666666666667,25
2017-06-19/2017-06-25,baby,15,1204.8600000000001,231.12,SP,SP,3.7333333333333334,25
2017-06-19/2017-06-25,beauty_health,89,11692.72,1872.23,SP,SP,4.146067415730337,25
2017-06-19/2017-06-25,construction_tools,1,39.99,12.69,SP,SP,5.0,25
2017-06-19/2017-06-25,electronics,62,6494.84,1097.85,SP,RJ,4.387096774193548,25
2017-06-19/2017-06-25,entertainment,26,5192.54,524.23,SP,SP,4.038461538461538,25
2017-06-19/2017-06-25,fashion,16,1243.79,318.88,SP,SP,4.375,25
2017-06-19/2017-06-25,furniture,136,11990.04,3495.43,SP,SP,4.0661764705882355,25
2017-06-19/2017-06-25,garden_tools,15,1857.5800000000002,345.25,SP,SP,4.533333333333333,25
2017-06-19/2017-06-25,gifts,30,5725.88,475.72,SP,MG,4.3,25
2017-06-19/2017-06-25,home_appliances,24,4952.28,534.38,SP,SP,3.5833333333333335,25
2017-06-19/2017-06-25,housewares,85,6030.61,1826.03,SP,SP,3.9647058823529413,25
2017-06-19/2017-06-25,luggage,9,1044.95,278.35,SP,RJ,4.444444444444445,25
2017-06-19/2017-06-25,office_supplies,29,3495.57,849.86,SP,SP,3.896551724137931,25
2017-06-19/2017-06-25,other,48,10110.99,1270.76,SP,SP,4.4375,25
2017-06-19/2017-06-25,pets,10,982.69,185.93,SP,SP,4.8,25
2017-06-19/2017-06-25,sports,47,6198.29,1377.23,SP,SP,4.425531914893617,25
2017-06-19/2017-06-25,telephony,25,670.97,333.84,SP,SP,4.32,25
2017-06-19/2017-06-25,toys,27,2618.79,449.71999999999997,SP,SP,4.185185185185185,25
2017-06-26/2017-07-02,automotive,27,3821.86,608.55,SP,SP,4.185185185185185,26
2017-06-26/2017-07-02,baby,15,2459.35,352.92,SP,RS,4.466666666666667,26
2017-06-26/2017-07-02,beauty_health,92,12016.88,1618.41,SP,SP,4.271739130434782,26
2017-06-26/2017-07-02,construction_tools,9,1473.39,185.03,SP,MG,4.777777777777778,26
2017-06-26/2017-07-02,electronics,49,9012.539999999999,1101.93,SP,SP,4.224489795918367,26
2017-06-26/2017-07-02,entertainment,14,2116.16,256.86,PR,SP,4.571428571428571,26
2017-06-26/2017-07-02,fashion,21,2019.49,303.62,SP,SP,3.9047619047619047,26
2017-06-26/2017-07-02,furniture,159,16878.62,2865.69,SP,SP,4.138364779874214,26
2017-06-26/2017-07-02,garden_tools,20,2713.03,460.47,SP,RJ,4.5,26
2017-06-26/2017-07-02,gifts,24,4158.77,425.38,SP,SP,4.541666666666667,26
2017-06-26/2017-07-02,home_appliances,35,3706.4500000000003,670.75,SP,SP,3.7142857142857144,26
2017-06-26/2017-07-02,housewares,91,6618.64,1710.95,SP,SP,4.186813186813187,26
2017-06-26/2017-07-02,luggage,14,1913.89,363.89,MG,SP,4.714285714285714,26
2017-06-26/2017-07-02,office_supplies,23,2763.47,698.25,SP,SP,4.260869565217392,26
2017-06-26/2017-07-02,other,72,11518.77,1492.35,SP,SP,4.291666666666667,26
2017-06-26/2017-07-02,pets,13,695.9,212.44,SP,SP,4.230769230769231,26
2017-06-26/2017-07-02,sports,71,7761.74,1332.92,SP,SP,4.549295774647887,26
2017-06-26/2017-07-02,telephony,29,716.36,469.78999999999996,SP,RS,4.206896551724138,26
2017-06-26/2017-07-02,toys,33,2712.73,489.95,SP,SP,4.606060606060606,26
2017-07-03/2017-07-09,automotive,19,1848.5,379.75,SP,SP,4.2631578947368425,27
2017-07-03/2017-07-09,baby,29,2115.48,512.22,SP,SP,4.655172413793103,27
2017-07-03/2017-07-09,beauty_health,82,9318.63,1455.98,SP,SP,4.451219512195122,27
2017-07-03/2017-07-09,construction_tools,2,156.89,92.65,ES,PR,5.0,27
2017-07-03/2017-07-09,electronics,93,13032.63,2334.61,SP,SP,3.881720430107527,27
2017-07-03/2017-07-09,entertainment,23,2642.34,421.82,SP,SP,3.652173913043478,27
2017-07-03/2017-07-09,fashion,18,1286.38,281.3,SP,SP,4.222222222222222,27
2017-07-03/2017-07-09,food,5,316.78,98.36,SP,RJ,4.6,27
2017-07-03/2017-07-09,furniture,222,22221.91,3907.08,SP,SP,4.225225225225225,27
2017-07-03/2017-07-09,garden_tools,28,3393.54,770.81,SP,SP,4.285714285714286,27
2017-07-03/2017-07-09,gifts,22,8032.64,384.83,SP,SP,4.2272727272727275,27
2017-07-03/2017-07-09,home_appliances,21,1692.55,436.35,SP,SP,4.095238095238095,27
2017-07-03/2017-07-09,housewares,56,4628.47,990.02,SP,SP,4.214285714285714,27
2017-07-03/2017-07-09,luggage,28,3348.1600000000003,678.49,MG,RS,2.9285714285714284,27
2017-07-03/2017-07-09,office_supplies,46,6030.6,1494.57,SP,SP,4.108695652173913,27
2017-07-03/2017-07-09,other,61,11441.05,1460.3,SP,SP,4.131147540983607,27
2017-07-03/2017-07-09,pets,23,2107.96,495.19000000000005,SP,SP,3.6956521739130435,27
2017-07-03/2017-07-09,sports,87,7227.66,1674.08,SP,SP,4.436781609195402,27
2017-07-03/2017-07-09,telephony,34,1259.32,514.73,SP,SP,4.029411764705882,27
2017-07-03/2017-07-09,toys,46,6246.35,737.37,SP,SP,4.543478260869565,27
2017-07-10/2017-07-16,automotive,34,2648.02,609.56,SP,SP,4.264705882352941,28
2017-07-10/2017-07-16,baby,32,3337.3,607.64,SP,SP,4.5,28
2017-07-10/2017-07-16,beauty_health,129,9542.64,1799.43,SP,SP,3.705426356589147,28
2017-07-10/2017-07-16,construction_tools,5,439.77,184.35,ES,RS,4.0,28
2017-07-10/2017-07-16,electronics,107,10870.56,1972.12,SP,SP,4.158878504672897,28
2017-07-10/2017-07-16,entertainment,21,3819.9799999999996,525.89,SP,SP,4.571428571428571,28
2017-07-10/2017-07-16,fashion,36,2355.26,548.05,SP,SP,4.583333333333333,28
2017-07-10/2017-07-16,food,5,391.28,76.49,SP,SP,4.6,28
2017-07-10/2017-07-16,furniture,221,22643.75,4439.67,SP,SP,4.090497737556561,28
2017-07-10/2017-07-16,garden_tools,27,3500.1400000000003,622.38,SP,SP,4.481481481481482,28
2017-07-10/2017-07-16,gifts,45,8885.06,691.41,SP,SP,4.044444444444444,28
2017-07-10/2017-07-16,home_appliances,32,4488.2,716.66,SP,SP,3.78125,28
2017-07-10/2017-07-16,housewares,55,4213.64,1030.61,SP,SP,4.236363636363636,28
2017-07-10/2017-07-16,luggage,21,2689.0,589.11,MG,SP,4.380952380952381,28
2017-07-10/2017-07-16,office_supplies,48,6212.17,1649.12,SP,SP,4.0625,28
2017-07-10/2017-07-16,other,70,11144.34,1476.75,SP,SP,4.428571428571429,28
2017-07-10/2017-07-16,pets,29,1814.91,543.67,SP,SP,3.3793103448275863,28
2017-07-10/2017-07-16,sports,93,9099.56,2158.61,SP,SP,4.053763440860215,28
2017-07-10/2017-07-16,telephony,29,1439.08,460.82,SP,SP,3.793103448275862,28
2017-07-10/2017-07-16,toys,59,5603.12,1037.32,SP,SP,4.593220338983051,28
2017-07-17/2017-07-23,automotive,32,6308.06,565.04,SP,SP,4.28125,29
2017-07-17/2017-07-23,baby,39,5630.59,822.25,SP,SP,4.384615384615385,29
2017-07-17/2017-07-23,beauty_health,114,11819.199999999999,1764.89,SP,SP,3.9473684210526314,29
2017-07-17/2017-07-23,construction_tools,4,143.26999999999998,71.51,SP,SP,4.75,29
2017-07-17/2017-07-23,electronics,111,14060.4,2102.9,SP,SP,4.108108108108108,29
2017-07-17/2017-07-23,entertainment,23,3080.49,371.51,SP,SP,4.782608695652174,29
2017-07-17/2017-07-23,fashion,40,2386.76,624.97,SP,SP,4.125,29
2017-07-17/2017-07-23,food,7,415.9,134.47,SP,RJ,5.0,29
2017-07-17/2017-07-23,furniture,256,27333.510000000002,5216.83,SP,SP,3.9375,29
2017-07-17/2017-07-23,garden_tools,87,8459.44,1680.03,SP,SP,3.9655172413793105,29
2017-07-17/2017-07-23,gifts,46,6494.23,670.05,SP,SP,3.891304347826087,29
2017-07-17/2017-07-23,home_appliances,32,4467.53,612.3100000000001,SP,SP,4.28125,29
2017-07-17/2017-07-23,housewares,61,4188.26,944.4300000000001,SP,SP,4.081967213114754,29
2017-07-17/2017-07-23,luggage,11,1122.99,194.45999999999998,MG,SP,4.363636363636363,29
2017-07-17/2017-07-23,office_supplies,50,6876.13,1370.81,SP,SP,3.96,29
2017-07-17/2017-07-23,other,59,8809.08,1038.11,SP,SP,4.271186440677966,29
2017-07-17/2017-07-23,pets,20,1381.67,370.86,SP,SP,4.15,29
2017-07-17/2017-07-23,sports,79,6876.58,1319.18,SP,SP,4.253164556962025,29
2017-07-17/2017-07-23,telephony,37,3347.39,552.6899999999999,SP,SP,4.486486486486487,29
2017-07-17/2017-07-23,toys,41,4462.17,848.64,SP,SP,4.146341463414634,29
2017-07-24/2017-07-30,automotive,30,2056.12,660.85,SP,SP,4.233333333333333,30
2017-07-24/2017-07-30,baby,23,3704.94,436.12,SP,SP,4.521739130434782,30
2017-07-24/2017-07-30,beauty_health,93,14194.07,1793.18,SP,SP,4.193548387096774,30
2017-07-24/2017-07-30,construction_tools,5,535.7900000000001,104.69,SP,SC,5.0,30
2017-07-24/2017-07-30,electronics,104,9171.06,1677.76,SP,SP,4.153846153846154,30
2017-07-24/2017-07-30,entertainment,36,5651.87,754.5,SP,SP,4.027777777777778,30
2017-07-24/2017-07-30,fashion,32,1926.42,492.58,SP,SP,4.0625,30
2017-07-24/2017-07-30,food,5,363.35,118.52,MG,MG,4.6,30
2017-07-24/2017-07-30,furniture,231,21334.14,4558.11,SP,SP,4.1688311688311686,30
2017-07-24/2017-07-30,garden_tools,27,2451.28,638.19,SP,SP,4.481481481481482,30
2017-07-24/2017-07-30,gifts,41,7324.57,719.0699999999999,SP,SP,4.219512195121951,30
2017-07-24/2017-07-30,home_appliances,27,2570.6,597.37,SP,SP,3.740740740740741,30
2017-07-24/2017-07-30,housewares,80,5242.88,1393.46,SP,SP,4.575,30
2017-07-24/2017-07-30,luggage,18,1750.0600000000002,351.34,MG,SP,4.611111111111111,30
2017-07-24/2017-07-30,office_supplies,57,6716.05,1592.62,SP,SP,4.245614035087719,30
2017-07-24/2017-07-30,other,44,6686.47,841.11,SP,SP,4.136363636363637,30
2017-07-24/2017-07-30,pets,13,1166.7,242.46,SP,MG,4.076923076923077,30
2017-07-24/2017-07-30,sports,117,14603.6,1996.89,SP,SP,4.230769230769231,30
2017-07-24/2017-07-30,telephony,53,3705.7400000000002,740.66,SP,SP,4.132075471698113,30
2017-07-24/2017-07-30,toys,45,5645.33,745.0,SP,SP,4.711111111111111,30
2017-07-31/2017-08-06,automotive,47,7437.89,1187.06,SP,SP,4.382978723404255,31
2017-07-31/2017-08-06,baby,29,4473.26,722.81,SP,SP,4.172413793103448,31
2017-07-31/2017-08-06,beauty_health,100,12421.9,1725.84,SP,SP,4.2,31
2017-07-31/2017-08-06,construction_tools,3,666.9,95.26,SP,RJ,4.666666666666667,31
2017-07-31/2017-08-06,electronics,107,9446.37,1637.06,SP,SP,4.158878504672897,31
2017-07-31/2017-08-06,entertainment,29,5241.77,589.2,SP,SP,4.344827586206897,31
2017-07-31/2017-08-06,fashion,32,1881.23,430.54,SP,SP,4.375,31
2017-07-31/2017-08-06,food,8,540.88,160.57999999999998,SP,SP,4.875,31
2017-07-31/2017-08-06,furniture,210,19147.89,3970.57,SP,SP,4.219047619047619,31
2017-07-31/2017-08-06,garden_tools,44,2972.14,753.63,SP,SP,4.431818181818182,31
2017-07-31/2017-08-06,gifts,55,12376.87,890.97,SP,SP,4.363636363636363,31
2017-07-31/2017-08-06,home_appliances,30,4502.82,694.22,SP,SP,4.233333333333333,31
2017-07-31/2017-08-06,housewares,79,5643.39,1432.1,SP,SP,4.050632911392405,31
2017-07-31/2017-08-06,luggage,15,1463.5,590.89,MG,SP,4.133333333333334,31
2017-07-31/2017-08-06,office_supplies,29,3262.36,860.73,SP,SP,3.896551724137931,31
2017-07-31/2017-08-06,other,76,8410.87,1372.37,SP,SP,4.5,31
2017-07-31/2017-08-06,pets,19,3855.84,400.02,SP,SP,4.2631578947368425,31
2017-07-31/2017-08-06,sports,90,9303.94,1963.77,SP,SP,4.277777777777778,31
2017-07-31/2017-08-06,telephony,42,3251.84,668.36,SP,SP,4.071428571428571,31
2017-07-31/2017-08-06,toys,56,5297.29,1095.69,SP,SP,4.535714285714286,31
2017-08-07/2017-08-13,automotive,22,4089.7000000000003,719.27,SP,SP,4.090909090909091,32
2017-08-07/2017-08-13,baby,22,3358.3199999999997,459.19,SP,SP,4.636363636363637,32
2017-08-07/2017-08-13,beauty_health,100,15342.38,1793.01,SP,SP,4.34,32
2017-08-07/2017-08-13,construction_tools,2,211.9,60.51,ES,BA,4.5,32
2017-08-07/2017-08-13,electronics,100,10904.78,1813.68,SP,SP,4.12,32
2017-08-07/2017-08-13,entertainment,30,3515.51,540.4,SP,SP,4.5,32
2017-08-07/2017-08-13,fashion,31,2827.96,449.83,SP,SP,4.225806451612903,32
2017-08-07/2017-08-13,food,10,312.41,159.21,CE,PE,4.9,32
2017-08-07/2017-08-13,furniture,279,24644.69,5289.58,SP,SP,4.225806451612903,32
2017-08-07/2017-08-13,garden_tools,50,5586.26,943.03,SP,SP,4.38,32
2017-08-07/2017-08-13,gifts,39,6600.65,642.12,SP,SP,4.333333333333333,32
2017-08-07/2017-08-13,home_appliances,35,4254.8,677.89,SP,SP,4.228571428571429,32
2017-08-07/2017-08-13,housewares,82,7519.36,1279.8700000000001,SP,SP,4.7073170731707314,32
2017-08-07/2017-08-13,luggage,24,2510.8,645.84,MG,SP,4.583333333333333,32
2017-08-07/2017-08-13,office_supplies,42,5088.1,1208.2,SP,RJ,4.119047619047619,32
2017-08-07/2017-08-13,other,81,14766.75,1699.31,SP,SP,4.62962962962963,32
2017-08-07/2017-08-13,pets,24,1941.23,393.82,SP,SP,4.208333333333333,32
2017-08-07/2017-08-13,sports,104,11985.13,1930.55,SP,SP,4.365384615384615,32
